id_achat,id_client,date_achat,montant,produit
165,13,2025-10-05 19:40:58,88.08,Speaker
166,13,2025-07-07 04:28:33,238.74,Monitor
167,13,2025-08-23 03:19:21,253.71,Phone
168,13,2025-07-27 04:07:52,473.16,Speaker
169,13,2026-01-14 23:48:04,234.04,Headphones
170,13,2025-04-26 20:34:04,115.42,Keyboard
171,13,2025-12-13 19:57:02,33.84,Monitor
172,13,2025-05-19 04:50:19,252.5,Webcam
173,13,2025-06-05 07:02:25,150.02,Laptop
174,13,2025-03-13 12:11:06,425.11,Mouse
175,13,2025-10-15 07:00:13,75.63,Monitor
176,13,2025-11-26 00:36:19,366.48,Mouse
177,13,2025-10-19 11:58:04,189.31,Mouse
178,13,2025-11-07 10:02:47,35.07,Speaker
179,13,2025-09-07 03:19:11,105.38,Speaker
180,13,2025-11-05 09:11:45,151.41,Mouse
181,13,2026-01-12 00:44:14,257.09,Speaker
182,13,2025-01-24 17:30:27,147.06,Charger
183,13,2025-09-08 03:24:49,343.4,Phone
184,13,2025-11-20 09:58:12,73.05,Phone
185,13,2025-04-16 07:26:02,203.01,Keyboard
186,13,2025-06-13 07:41:53,283.34,Keyboard
187,13,2025-01-23 18:39:02,379.93,Headphones
188,13,2025-07-13 23:39:00,305.21,Mouse
189,13,2025-11-28 13:19:47,255.04,Laptop
190,14,2025-03-29 00:43:26,77.15,Keyboard
191,14,2025-12-02 21:05:43,403.94,Speaker
192,15,2026-01-08 20:04:47,82.98,Speaker
193,15,2025-06-16 13:36:11,78.49,Charger
194,15,2026-01-16 20:05:25,166.08,Mouse
195,15,2025-07-03 22:01:30,495.4,Monitor
196,15,2025-04-25 10:13:04,300.93,Speaker
197,15,2025-06-29 01:14:56,415.86,Speaker
198,15,2025-10-18 09:54:09,250.02,Charger
199,15,2025-09-15 17:52:59,156.9,Laptop
200,15,2025-07-26 06:59:22,190.5,Phone
201,15,2025-05-22 15:14:17,490.15,Charger
202,15,2026-01-18 07:00:57,160.76,Laptop
203,15,2025-03-28 12:12:25,302.49,Monitor
204,15,2025-05-23 23:03:36,483.86,Charger
205,15,2025-12-03 18:30:57,293.04,Laptop
206,15,2025-10-28 06:50:14,295.93,Tablet
207,16,2025-07-05 01:22:38,318.22,Charger
208,16,2025-02-23 17:25:08,389.56,Mouse
209,16,2025-11-28 00:29:13,82.41,Headphones
210,16,2025-10-25 02:17:18,25.47,Phone
211,16,2025-04-25 10:43:55,103.48,Webcam
212,16,2025-10-31 21:58:06,163.71,Tablet
213,16,2025-06-24 04:18:58,212.35,Headphones
214,16,2025-01-28 18:40:32,211.08,Charger
215,16,2025-08-05 19:31:18,461.06,Laptop
216,16,2025-02-23 00:36:02,355.83,Speaker
217,16,2026-01-10 09:49:08,111.6,Keyboard
218,16,2025-11-18 11:31:55,499.08,Webcam
219,16,2025-03-04 09:40:55,267.48,Keyboard
220,16,2025-10-06 15:15:37,478.78,Webcam
221,16,2025-03-06 14:25:50,456.94,Keyboard
222,16,2025-05-26 09:14:15,277.67,Monitor
223,16,2025-07-03 16:31:01,308.94,Headphones
224,17,2025-08-09 10:56:39,146.71,Monitor
225,17,2025-12-28 10:29:42,120.18,Monitor
226,17,2026-01-07 04:46:18,387.88,Headphones
227,17,2026-01-09 03:57:50,348.22,Webcam
228,17,2025-03-27 03:44:00,165.35,Keyboard
229,17,2025-11-14 19:28:56,284.64,Monitor
230,17,2025-12-08 18:07:04,151.02,Charger
231,17,2025-07-24 23:34:25,341.54,Mouse
232,18,2025-03-12 05:24:53,490.28,Keyboard
233,18,2025-09-24 21:52:50,477.76,Tablet
234,18,2025-10-29 17:01:57,152.32,Monitor
235,18,2025-04-02 00:27:38,478.1,Phone
236,18,2025-10-18 06:42:30,179.72,Webcam
237,18,2025-07-30 08:05:00,331.43,Webcam
238,18,2025-10-31 04:18:12,114.85,Speaker
239,18,2025-08-12 22:54:15,142.86,Speaker
240,18,2025-08-01 03:46:05,351.12,Tablet
241,18,2025-02-05 15:43:38,63.52,Charger
242,18,2025-08-02 02:29:52,127.25,Laptop
243,18,2025-08-04 09:41:39,338.22,Speaker
244,18,2025-09-29 16:48:54,120.58,Headphones
245,18,2026-01-18 11:18:03,35.72,Mouse
246,18,2025-03-21 08:48:34,171.84,Webcam
247,18,2025-03-18 10:41:50,59.27,Tablet
248,18,2025-09-24 20:19:33,12.54,Speaker
249,18,2025-09-08 05:50:14,489.18,Tablet
250,18,2025-11-29 00:22:14,209.38,Webcam
251,18,2025-04-12 02:03:53,243.95,Headphones
252,18,2025-12-25 04:31:59,380.4,Monitor
253,18,2025-10-07 20:57:43,167.37,Laptop
254,18,2025-08-04 21:38:45,454.89,Phone
255,18,2026-01-03 02:59:31,329.63,Headphones
256,18,2025-06-23 06:25:37,272.22,Laptop
257,18,2025-04-03 07:17:13,457.48,Tablet
258,18,2025-02-06 08:31:11,214.76,Tablet
259,18,2026-01-08 05:46:17,467.62,Laptop
260,18,2025-06-14 19:41:42,498.61,Mouse
261,19,2025-06-10 18:27:19,252.74,Monitor
262,19,2025-07-28 22:33:59,439.6,Laptop
263,19,2025-06-22 06:19:22,156.21,Charger
264,19,2025-07-12 10:35:26,62.58,Keyboard
265,19,2025-05-17 00:04:46,149.44,Speaker
266,19,2025-10-09 20:48:23,266.92,Tablet
267,19,2025-05-08 23:59:22,427.02,Webcam
268,19,2025-02-15 19:54:52,143.69,Phone
269,19,2025-10-05 01:07:00,172.04,Webcam
270,19,2025-09-20 08:46:54,327.66,Tablet
271,19,2025-04-05 16:44:28,16.9,Keyboard
272,19,2025-10-14 05:09:47,397.48,Charger
273,19,2025-08-24 07:21:25,340.46,Headphones
274,19,2025-02-12 21:20:48,95.99,Mouse
275,19,2025-10-22 03:20:04,415.23,Speaker
276,19,2025-03-11 17:06:20,170.68,Mouse
277,19,2025-07-14 01:00:52,337.94,Tablet
278,19,2025-03-18 23:51:54,491.03,Webcam
279,19,2026-01-09 07:36:05,168.56,Headphones
280,19,2026-01-10 21:47:44,13.35,Mouse
281,19,2026-01-11 14:21:56,125.41,Monitor
282,19,2025-06-11 07:17:47,477.48,Monitor
283,19,2025-03-18 16:46:11,295.41,Charger
284,19,2025-06-21 10:34:13,15.6,Keyboard
285,19,2025-08-23 08:51:24,349.46,Laptop
286,19,2025-04-20 05:33:04,337.22,Webcam
287,20,2025-05-27 09:37:02,88.26,Speaker
288,20,2025-04-12 02:28:53,462.32,Monitor
289,20,2025-12-31 21:43:40,348.24,Monitor
290,20,2025-03-11 18:18:23,190.1,Headphones
291,20,2025-06-15 00:40:05,117.37,Tablet
292,20,2025-10-11 11:37:29,244.31,Webcam
293,20,2025-08-21 08:47:36,376.39,Charger
294,20,2025-09-21 21:32:55,193.08,Speaker
295,20,2025-04-04 15:07:46,457.27,Speaker
296,20,2025-03-12 11:32:49,402.98,Headphones
297,21,2025-04-30 01:10:08,131.26,Charger
298,21,2025-05-19 00:40:53,437.84,Phone
299,21,2025-09-08 22:02:13,267.5,Speaker
300,21,2025-07-28 12:40:58,354.85,Phone
301,21,2025-07-29 20:23:59,459.45,Phone
302,21,2025-10-28 03:46:24,40.26,Speaker
303,21,2025-08-25 22:26:25,452.42,Headphones
304,21,2025-04-14 05:57:22,290.62,Tablet
305,21,2025-06-28 11:18:42,90.62,Speaker
306,21,2025-11-15 14:52:29,226.5,Headphones
307,21,2025-08-05 01:28:55,361.29,Webcam
308,21,2025-08-30 03:57:42,54.56,Speaker
309,21,2025-03-16 14:15:22,228.29,Laptop
310,21,2025-12-06 18:50:11,232.18,Speaker
311,21,2025-10-21 19:16:53,213.56,Charger
312,21,2025-10-09 07:18:32,38.29,Webcam
313,21,2025-12-04 23:06:43,339.66,Monitor
314,21,2026-01-01 01:33:47,364.41,Mouse
315,21,2025-02-03 10:57:38,134.68,Laptop
316,21,2025-11-21 08:43:53,375.44,Charger
317,21,2025-04-22 17:48:43,45.78,Mouse
318,21,2025-09-05 07:40:42,178.82,Phone
319,21,2025-06-23 23:01:32,275.17,Laptop
320,21,2025-03-21 23:43:25,467.95,Phone
321,21,2025-10-05 13:33:09,493.21,Webcam
322,22,2025-12-01 09:52:58,150.67,Tablet
323,22,2025-07-16 08:49:59,386.8,Mouse
324,23,2025-05-05 18:08:45,496.5,Mouse
325,23,2025-07-29 08:07:17,229.78,Mouse
326,23,2025-02-20 19:56:53,194.07,Speaker
327,23,2025-10-13 14:15:38,75.17,Keyboard
328,23,2026-01-04 19:19:22,68.13,Speaker
329,23,2025-12-01 06:11:39,202.6,Tablet
330,23,2025-04-17 13:46:20,366.65,Headphones
331,23,2025-11-25 17:44:46,419.06,Laptop
332,23,2025-07-19 00:08:51,489.46,Webcam
333,23,2025-10-02 14:03:24,340.01,Speaker
334,23,2025-06-26 08:33:01,217.82,Mouse
335,23,2025-02-09 04:19:30,413.45,Headphones
336,24,2025-02-26 21:30:51,179.62,Monitor
337,24,2025-10-27 12:46:21,102.36,Phone
338,24,2025-11-22 22:48:58,25.79,Mouse
339,24,2025-10-13 20:14:47,311.31,Laptop
340,24,2025-12-15 17:29:45,127.93,Phone
341,24,2025-09-10 04:46:27,59.44,Laptop
342,24,2025-05-19 12:35:49,228.76,Laptop
343,24,2025-09-19 22:46:50,129.92,Laptop
344,24,2025-04-21 04:59:27,207.11,Headphones
345,24,2025-05-29 16:24:07,274.48,Laptop
346,24,2025-01-24 05:16:54,78.67,Monitor
347,24,2025-10-06 18:46:00,124.74,Charger
348,24,2025-07-15 17:27:22,166.26,Charger
349,24,2025-08-21 07:31:04,388.54,Keyboard
350,24,2025-04-10 07:24:33,126.08,Tablet
351,25,2025-06-26 19:50:54,265.41,Mouse
352,25,2025-04-26 12:03:20,157.25,Laptop
353,25,2026-01-18 12:25:09,282.79,Charger
354,25,2025-11-17 02:05:38,441.06,Tablet
355,25,2025-07-16 13:43:11,316.74,Mouse
356,25,2025-08-28 22:13:15,282.37,Laptop
357,25,2025-08-13 22:52:51,486.42,Mouse
358,25,2025-08-28 22:06:32,395.04,Keyboard
359,25,2025-12-03 04:41:45,351.19,Mouse
360,25,2025-09-20 03:50:55,83.12,Mouse
361,25,2025-02-03 20:51:21,100.1,Speaker
362,25,2025-02-27 20:21:24,242.02,Headphones
363,25,2025-11-21 10:43:50,157.36,Tablet
364,25,2025-09-11 01:54:23,404.83,Laptop
365,25,2025-02-24 11:34:52,285.57,Mouse
366,25,2025-02-23 03:29:31,283.07,Tablet
367,25,2026-01-07 08:36:01,200.33,Monitor
368,25,2025-04-16 14:18:38,109.63,Phone
369,25,2025-08-19 05:55:06,461.89,Keyboard
370,25,2025-10-05 09:33:48,55.31,Headphones
371,25,2025-08-27 21:23:15,35.25,Mouse
372,25,2025-11-13 01:55:58,340.1,Charger
373,26,2025-10-08 16:15:38,438.07,Headphones
374,26,2025-02-03 01:15:57,404.28,Charger
375,27,2025-09-12 16:32:39,339.01,Headphones
376,27,2025-06-29 04:35:45,244.9,Keyboard
377,27,2025-07-06 16:09:27,158.56,Laptop
378,27,2025-11-30 15:31:54,113.79,Headphones
379,27,2025-02-02 02:35:20,481.42,Phone
380,27,2025-06-14 00:35:51,375.97,Webcam
381,27,2025-11-09 09:46:53,458.08,Charger
382,27,2025-10-18 04:52:24,354.85,Mouse
383,27,2025-06-26 02:35:38,458.41,Speaker
384,27,2025-12-16 22:50:29,167.59,Monitor
385,27,2025-04-08 08:33:19,196.52,Speaker
386,27,2025-03-26 11:18:40,327.87,Monitor
387,27,2025-09-06 15:24:55,138.17,Speaker
388,27,2025-05-19 13:45:30,442.58,Webcam
389,27,2025-05-06 04:23:39,58.32,Webcam
390,27,2025-06-18 22:25:47,383.2,Keyboard
391,27,2025-01-29 20:36:37,458.02,Keyboard
392,27,2025-07-05 04:04:05,163.33,Laptop
393,27,2025-12-10 16:43:27,285.64,Headphones
394,27,2025-05-30 09:17:17,373.21,Laptop
395,27,2025-09-25 19:13:53,137.78,Charger
396,27,2025-05-28 02:53:03,293.78,Mouse
397,27,2026-01-06 22:36:18,154.64,Headphones
398,27,2025-04-30 11:20:58,171.63,Mouse
399,28,2025-11-01 13:20:49,418.35,Webcam
400,28,2025-05-17 22:46:40,279.81,Keyboard
401,28,2025-10-01 16:12:14,136.09,Webcam
402,28,2025-09-08 04:57:40,483.59,Webcam
403,28,2025-10-27 01:04:57,235.81,Keyboard
404,28,2025-03-19 02:50:09,92.94,Speaker
405,28,2025-08-11 08:18:51,249.27,Speaker
406,28,2025-11-30 16:09:33,495.26,Laptop
407,28,2025-09-13 03:02:33,266.73,Phone
408,28,2025-10-16 20:37:22,473.14,Laptop
409,28,2025-10-21 11:07:29,384.53,Mouse
410,28,2025-10-31 13:19:50,77.37,Headphones
411,28,2025-03-23 07:16:38,43.3,Tablet
412,28,2025-07-20 22:36:57,14.48,Speaker
413,28,2025-02-20 22:32:44,233.44,Laptop
414,28,2025-05-27 21:51:30,312.74,Charger
415,28,2025-08-03 22:59:08,457.25,Webcam
416,28,2025-11-09 09:12:46,17.71,Speaker
417,28,2026-01-07 01:21:53,280.31,Laptop
418,29,2025-05-15 00:53:17,269.41,Monitor
419,30,2025-05-11 03:09:54,488.96,Laptop
420,30,2025-12-19 04:11:23,256.09,Mouse
421,30,2025-02-21 12:14:15,405.02,Tablet
422,30,2025-06-16 17:10:51,62.44,Phone
423,30,2025-09-03 11:00:53,266.95,Headphones
424,30,2025-09-09 21:51:00,104.05,Speaker
425,30,2025-10-22 15:33:14,133.68,Keyboard
426,30,2025-04-03 06:52:31,140.99,Mouse
427,30,2025-11-27 22:23:56,48.72,Mouse
428,30,2025-07-15 16:30:32,234.91,Headphones
429,30,2025-05-22 12:10:48,495.21,Headphones
430,30,2025-06-28 06:54:23,156.99,Phone
431,30,2025-05-31 10:28:01,330.33,Laptop
432,30,2025-03-18 14:47:36,55.82,Mouse
433,30,2025-03-22 00:29:15,194.81,Webcam
434,30,2025-01-25 07:34:21,37.5,Laptop
435,30,2025-03-29 18:36:26,354.39,Phone
436,30,2025-05-12 20:16:14,254.93,Mouse
437,31,2025-07-23 05:39:14,394.34,Charger
438,31,2025-09-10 22:39:53,488.89,Phone
439,31,2025-05-07 14:47:36,448.45,Laptop
440,31,2025-08-11 20:57:33,122.59,Charger
441,31,2025-03-25 10:31:26,243.0,Laptop
442,31,2025-09-02 05:51:17,462.84,Monitor
443,31,2025-02-16 05:14:34,450.66,Charger
444,31,2025-02-22 13:54:53,332.47,Tablet
445,31,2025-10-06 06:14:22,465.1,Keyboard
446,31,2025-12-19 08:47:51,17.67,Headphones
447,31,2025-09-18 13:35:42,297.65,Mouse
448,31,2025-11-26 13:23:54,465.15,Monitor
449,31,2025-03-13 16:57:16,89.6,Headphones
450,31,2025-05-23 15:53:07,287.68,Mouse
451,31,2025-05-28 15:20:02,341.75,Speaker
452,31,2025-03-09 01:24:43,172.55,Tablet
453,31,2025-06-09 02:45:10,397.34,Phone
454,31,2025-11-23 22:19:56,255.39,Keyboard
455,31,2025-10-15 05:52:57,36.31,Mouse
456,31,2025-12-05 09:52:40,123.75,Phone
457,31,2025-11-06 22:47:50,176.89,Charger
458,32,2025-08-31 09:36:31,204.38,Keyboard
459,32,2026-01-08 19:46:39,24.52,Monitor
460,32,2025-05-17 16:51:18,393.94,Webcam
461,32,2025-04-11 13:30:53,250.4,Keyboard
462,32,2025-11-17 00:58:59,280.99,Mouse
463,32,2025-04-19 06:09:52,221.61,Charger
464,32,2025-03-17 01:57:09,333.73,Phone
465,32,2026-01-16 19:54:07,388.36,Monitor
466,32,2025-01-29 02:57:20,401.05,Phone
467,32,2025-04-11 10:23:38,50.2,Tablet
468,32,2025-09-30 04:56:31,196.2,Tablet
469,32,2025-04-09 10:16:17,372.43,Keyboard
470,32,2025-12-04 22:14:24,186.74,Phone
471,32,2025-06-29 05:34:00,12.55,Monitor
472,32,2025-11-11 17:00:39,227.92,Monitor
473,32,2025-03-13 13:32:56,60.09,Phone
474,32,2025-05-07 19:57:25,101.82,Webcam
475,32,2026-01-06 13:51:42,282.92,Speaker
476,32,2025-11-28 12:01:25,209.94,Laptop
477,32,2025-07-14 21:31:23,53.91,Speaker
478,33,2025-06-28 17:15:00,302.49,Keyboard
479,33,2025-08-10 13:25:58,433.22,Laptop
480,33,2026-01-18 21:47:35,153.01,Mouse
481,34,2025-03-30 16:03:49,51.5,Speaker
482,34,2025-03-28 09:55:03,453.55,Headphones
483,34,2025-07-27 18:44:04,290.26,Tablet
484,34,2025-06-14 08:41:33,345.8,Tablet
485,34,2025-08-17 13:03:04,78.03,Monitor
486,34,2025-12-14 20:34:16,141.52,Tablet
487,34,2025-06-09 19:04:42,41.0,Mouse
488,34,2025-04-24 22:43:17,145.22,Monitor
489,34,2025-11-06 07:59:37,247.27,Phone
490,34,2025-06-01 08:25:00,186.95,Headphones
491,34,2025-11-08 03:09:46,363.24,Webcam
492,34,2025-06-25 22:21:57,300.97,Headphones
493,34,2025-06-01 13:11:47,234.35,Tablet
494,34,2025-12-23 07:28:48,159.28,Mouse
495,34,2025-04-15 04:04:19,172.79,Charger
496,34,2025-08-04 17:40:57,196.15,Keyboard
497,34,2025-02-16 14:55:24,225.71,Mouse
498,34,2025-09-29 12:28:22,409.58,Charger
499,34,2025-05-16 21:48:47,76.7,Keyboard
500,34,2025-11-17 12:29:33,305.57,Headphones
501,34,2025-10-02 21:22:41,244.71,Tablet
502,34,2025-11-05 21:07:45,482.64,Keyboard
503,34,2025-08-18 19:43:31,152.81,Webcam
504,34,2025-02-23 18:27:09,484.2,Headphones
505,34,2025-12-20 09:10:09,169.68,Monitor
506,35,2026-01-14 05:03:58,395.07,Keyboard
507,35,2025-10-05 01:13:46,65.81,Charger
508,35,2025-08-02 21:48:07,107.9,Speaker
509,35,2025-02-26 18:09:50,98.16,Speaker
510,35,2025-11-17 02:22:56,23.19,Webcam
511,35,2025-04-12 15:47:28,472.06,Headphones
512,35,2025-05-26 15:31:55,224.84,Monitor
513,35,2025-10-02 18:50:05,417.33,Phone
514,35,2026-01-10 22:07:40,411.29,Mouse
515,35,2025-11-15 04:41:18,339.76,Tablet
516,35,2025-04-11 05:58:19,320.33,Headphones
517,35,2025-04-27 17:39:29,133.81,Tablet
518,35,2025-11-20 20:46:57,360.47,Mouse
519,35,2025-07-06 11:44:30,46.24,Charger
520,35,2025-06-28 07:47:55,244.83,Mouse
521,35,2025-08-23 05:45:37,271.84,Mouse
522,35,2025-02-12 02:27:04,276.39,Keyboard
523,35,2026-01-17 23:09:26,353.8,Speaker
524,35,2025-01-27 13:46:41,300.97,Phone
525,35,2025-07-02 04:37:52,63.59,Headphones
526,35,2025-09-13 20:28:50,332.22,Keyboard
527,35,2025-12-12 11:37:18,91.51,Charger
528,35,2025-07-12 11:17:48,31.71,Mouse
529,35,2025-10-04 07:18:58,483.74,Keyboard
530,35,2025-02-11 18:44:03,483.2,Mouse
531,35,2025-05-28 20:42:02,61.91,Phone
532,35,2026-01-02 23:31:16,136.78,Speaker
533,36,2025-04-30 06:36:03,264.21,Charger
534,36,2025-04-21 11:40:29,346.96,Headphones
535,36,2025-12-12 17:38:33,228.43,Mouse
536,36,2025-01-29 13:37:24,236.9,Charger
537,36,2025-08-25 16:14:18,348.31,Tablet
538,36,2025-06-25 18:07:12,179.03,Laptop
